1,I like mechanics magazines.,,,,,
2,I have a good appetite.,,,,,
3,I wake up fresh and rested most mornings.,,,,,
4,I think I would enjoy the work of a librarian.,,,,,
5,I am easily awakened by noise.,,,,,
6,My father is a good man (or if your father is dead) my father was a good man.,,,,,
7,I like to read newspaper articles on crime.,,,,,
8,My hands and feet are usually warm enough.,,,,,
9,My daily life is full of things that keep me interested.,,,,,
10,I am about as able to work as I ever was.,,,,,
11,There seems to be a lump in my throat much of the time.,,,,,
12,My sex life is satisfactory.,,,,,
13,People should try to understand their dreams and be guided by or take warnings from them.,,,,,
14,I enjoy detective or mystery stories.,,,,,
15,I work under a great deal of tension.,,,,,
16,Once in a while I think of things too bad to talk about.,,,,,
17,I am sure I get a raw deal from life.,,,,,
18,I am troubled by attacks of nausea and vomiting.,,,,,
19,When I take a new job, I like to find out whom it is important to be nice to.,,,,
20,I am very seldom bothered by constipation.,,,,,
21,At times I have very much wanted to leave home.,,,,,
22,No one seems to understand me.,,,,,
23,At times I have fits of laughing and crying that I cannot control.,,,,,
24,Evil spirits possess me at times.,,,,,
25,I would like to be a singer.,,,,,
26,I feel that it is certainly best to keep my mouth shut when I am in trouble.,,,,,
27,When people do me wrong, I feel I should pay them back, just for the principle of the thing.,,,
28,I am bothered by an upset stomach several times a week.,,,,,
29,At times I feel like swearing.,,,,,
30,I have nightmares every few nights.,,,,,
31,I find it hard to keep my mind on a task or job.,,,,,
32,I have had very peculiar and strange experiences.,,,,,
33,I seldom worry about my health.,,,,,
34,I have never been in trouble because of my sexual behavior.,,,,,
35,Sometimes when I was young I stole things.,,,,,
36,I have a cough most of the time.,,,,,
37,At times I feel like smashing things.,,,,,
38,I have had periods of days, weeks, or months when I couldn’t take care of things because I couldn’t “get going”.,,,
39,My sleep is fitful and disturbed.,,,,,
40,Much of the time, my head seems to hurt all over.,,,,
41,I do not always tell the truth.,,,,,
42,If people had not had it in for me, I would have been much more successful.,,,,
43,My judgment is better than it ever was.,,,,,
44,Once a week (or more often) I suddenly feel hot all over, for no reason.,,,,
45,I am in just as good physical health as most of my friends.,,,,,
46,I prefer to pass by school friends, or people I know but have not seen for a long time, unless they speak to me first.,,,
47,I am almost never bothered by pains over my heart or in my chest.,,,,,
48,Most anytime I would rather sit and daydream than do anything else.,,,,,
49,I am a very sociable person.,,,,,
50,I have often had to take orders from someone who did not know as much as I did.,,,,,
51,I do not read every editorial in the newspaper every day.,,,,,
52,I have not lived the right kind of life.,,,,,
53,Parts of my body often have feelings like burning, tingling, crawling, or like “going to sleep”.,,
54,My family does not like the work I have chosen (or the work I intend to choose for my lifework).,,,,,
55,I sometimes keep on at a thing until others lose their patience with me.,,,,,
56,I wish I could be as happy as others seem to be.,,,,,
57,I hardly ever feel pain in the back of my neck.,,,,,
58,I think a great many people exaggerate their misfortunes in order to gain the sympathy and help of others.,,,,,
59,I am troubled by discomfort in the pit of my stomach every few days or so.,,,,,
60,When I am with people I am bothered by hearing very strange things.,,,,,
61,I am an important person.,,,,,
62,I have often wished I were a girl. (or if you are a girl) I have never been sorry that I am a girl.,,,,,
63,My feelings are not easily hurt.,,,,,
64,I enjoy reading love stories.,,,,,
65,Most of the time I feel blue.,,,,,
66,It would be better if almost all laws were thrown away.,,,,,
67,I like poetry.,,,,,
68,I sometimes tease animals.,,,,,
69,I think I would like the kind of work a forest ranger does.,,,,,
70,I am easily downed in an argument.,,,,,
71,These days I find it hard not to give up hope of amounting to something.,,,,,
72,My soul sometimes leaves my body.,,,,,
73,I am certainly lacking in self-confidence.,,,,,
74,I would like to be a florist.,,,,,
75,I usually feel that life is worthwhile.,,,,,
76,It takes a lot of argument to convince most people of the truth.,,,,,
77,Once in a while I put off until tomorrow what I ought to do today.,,,,,
78,Most people that know me like me.,,,,,
79,I do not mind being made fun of.,,,,,
80,I would like to be a nurse.,,,,,
81,I think most people would lie to get ahead.,,,,,
82,I do many things that I regret afterwards. (I regret things more than others seem to.),,,,,
83,I have very few quarrels with members of my family.,,,,,
84,I was suspended from school one or more times for bad behavior.,,,,,
85,At times, I have a strong urge to do something harmful or shocking.,,,,
86,I like to go to parties and other affairs where there is a lot of loud fun.,,,,,
87,I have met problems so full of possibilities that I have been unable to make up my mind about them.,,,,,
88,I believe that women ought to have as much sexual freedom as men.,,,,,
89,My hardest battles are with myself.,,,,,
90,I love my father, or (if your father is dead) I loved my father.,,,,
91,I have little or no trouble with my muscles twitching or jumping.,,,,,
92,I don’t seem to care what happens to me.,,,,,
93,Sometimes when I am not well I am irritable.,,,,,
94,Much of the time I feel as if I have done something wrong or evil.,,,,,
95,I am happy most of the time.,,,,,
96,I see things or animals or people around me that others do not see.,,,,,
97,There seems to be a fullness in my head or nose most of the time.,,,,,
98,Some people are so bossy that I feel like doing the opposite of what they request, even though I know they are right.,,,,
99,Someone has it in for me.,,,,,
100,I have never done anything dangerous just for the thrill of it.,,,,,
101,Often I feel as if there is a tight band around my head.,,,,,
102,I get angry sometimes.,,,,,
103,I enjoy a race or game more when I bet on it.,,,,,
104,Most people are honest chiefly because they are afraid of being caught.,,,,,
105,In school I was sometimes sent to the principal for bad behavior.,,,,,
106,My speech is the same as always (not faster or slower, no slurring or hoarseness).,,,,
107,My table manners are not quite as good at home as when I am out in company.,,,,,
108,Anyone who is able and willing to work hard has a good chance of succeeding.,,,,,
109,I seem to be about as capable and smart as most others around me.,,,,,
110,Most people will use somewhat unfair means to gain profit or an advantage rather than to lose it.,,,,,
111,I have a great deal of stomach trouble.,,,,,
112,I like dramatics.,,,,,
113,I know who is responsible for most of my troubles.,,,,,
114,Sometimes I am so strongly attracted by the personal articles of others, such as shoes, gloves, etc., that I want to handle or steal them, even though I have no use for them.
115,The sight of blood does not frighten me or make me sick.,,,,,
116,Often I can’t understand why I have been so irritable or grouchy.,,,,,
117,I have never vomited blood or coughed up blood.,,,,,
118,I do not worry about catching diseases.,,,,,
119,I like collecting flowers or growing houseplants.,,,,,
120,I frequently find it necessary to stand up for what I think is right.,,,,,
121,I have never indulged in unusual sex practices.,,,,,
122,At times my thoughts have raced ahead faster than I could speak them.,,,,,
123,If I could get into the movies without paying and be sure I was not seen, I would probably do it.,,,,
124,I often wonder what hidden reason another person may have for doing something nice for me.,,,,,
125,I believe that my home life is as pleasant as that of most people I know.,,,,,
126,I believe in law enforcement.,,,,,
127,Criticism or scolding hurts me terribly.,,,,,
128,I like to cook.,,,,,
129,My conduct is largely controlled by the behavior of those around me.,,,,,
130,I certainly feel useless at times.,,,,,
131,When I was a child, I belonged to a group of friends that tried to be loyal through all kinds of trouble.,,,,
132,I believe in life hereafter.,,,,,
133,I would like to be a soldier.,,,,,
134,At times I feel like picking a fistfight with someone.,,,,,
135,I have often lost out on things because I couldn’t make my mind up soon enough.,,,,,
136,It makes me impatient to have people ask my advice or otherwise interrupt me when I am working on something important.,,,,,
137,I used to keep a diary.,,,,,
138,I believe I am being plotted against.,,,,,
139,I would rather win than lose in a game.,,,,,
140,Most nights I go to sleep without thoughts or ideas bothering me.,,,,,
141,During the past few years I have been well most of the time.,,,,,
142,I have never had a fit or convulsion.,,,,,
143,I am neither gaining nor losing weight.,,,,,
144,I believe I am being followed.,,,,,
145,I feel that I have often been punished without cause.,,,,,
146,I cry easily.,,,,,
147,I cannot understand what I read as often as I used to.,,,,,
148,I have never felt better in my life than I do now.,,,,,
149,The top of my head sometimes feels tender.,,,,,
150,Sometimes I feel as if I must injure either myself or someone else.,,,,,
151,I resent having anyone trick me so cleverly that I have to admit that I was fooled.,,,,,
152,I do not tire quickly.,,,,,
153,I like to know some important people because it makes me feel important.,,,,,
154,I am afraid when I look down from a high place.,,,,,
155,It wouldn’t make me nervous if any members of my family got into trouble with the law.,,,,,
156,I am never happy unless I am roaming or traveling around.,,,,,
157,What others think of me does not bother me.,,,,,
158,It makes me uncomfortable to pull a stunt at a party even when others are doing the same sort of things.,,,,,
159,I have never had a fainting spell.,,,,,
160,I liked school.,,,,,
161,I frequently have to fight against showing that I am bashful.,,,,,
162,Someone has been trying to poison me.,,,,,
163,I do not have a great fear of snakes.,,,,,
164,I seldom or never have dizzy spells.,,,,,
165,My memory seems to be all right.,,,,,
166,I am worried about sex.,,,,,
167,I find it hard to make small talk when I meet new people.,,,,,
168,I have had periods in which I carried on activities without knowing later what I had been doing.,,,,,
169,When I get bored I like to stir up some excitement.,,,,,
170,I am afraid of losing my mind.,,,,,
171,I am against giving money to beggars.,,,,,
172,I frequently notice my hand shakes when I try to do something.,,,,,
173,I can read a long while without tiring my eyes.,,,,,
174,I like to study and read about things that I am working at.,,,,,
175,I feel weak all over much of the time.,,,,,
176,I have very few headaches.,,,,,
177,My hands have not become clumsy or awkward.,,,,,
178,Sometimes, when embarrassed, I break out in a sweat, which annoys me greatly.,,
179,I have had no difficulty in keeping my balance while walking.,,,,,
180,There is something wrong with my mind.,,,,,
181,I do not have spells of hay fever or asthma.,,,,,
182,I have had attacks in which I could not control my movements or speech, but in which I knew what was going on around me.,,,,
183,I do not like everyone I know.,,,,,
184,I daydream very little.,,,,,
185,I wish I were not so shy.,,,,,
186,I am not afraid to handle money.,,,,,
187,If I were a reporter, I would very much like to report news of the theater.,,,,
188,I enjoy many different kinds of play and recreation.,,,,,
189,I like to flirt.,,,,,
190,Many people treat me more like a child than a grown-up.,,,,,
191,I would like to be a journalist.,,,,,
192,My mother is a good woman, or (if your mother is dead) my mother was a good woman.,,,,
193,In walking, I am very careful to step over sidewalk cracks.,,,,
194,I have never had any breaking out on my skin that has worried me.,,,,,
195,There is very little love and companionship in my family as compared to other homes.,,,,,
196,I frequently find myself worrying about something.,,,,,
197,I think I would like the work of a building contractor.,,,,,
198,I often hear voices without knowing where they come from.,,,,,
199,I like science.,,,,,
200,It is not hard for me to ask for help from my friends even though I cannot return the favor.,,,,,
201,I very much like hunting.,,,,,
202,My parents often objected to the kind of people I went around with.,,,,,
203,I gossip a little at times.,,,,,
204,My hearing is apparently as good as that of most people.,,,,,
205,Some members of my family have habits that bother and annoy me very much.,,,,,
206,At times I feel that I can make up my mind with unusually great ease.,,,,,
207,I would like to belong to several clubs.,,,,,
208,I hardly ever notice my heart pounding and I am seldom short of breath.,,,,,
209,I like to talk about sex.,,,,,
210,I like to visit places where I have never been before.,,,,,
211,I have been inspired to a program of life based on duty which I have since carefully followed.,,,,,
212,I have, at times stood in the way of people who were trying to do something, not because it amounted to much, but because of the principle of the thing.,,
213,I get mad easily and then get over it soon.,,,,,
214,I have been quite independent and free from family rule.,,,,,
215,I brood a great deal.,,,,,
216,Someone has been trying to rob me.,,,,,
217,My relatives are nearly all in sympathy with me.,,,,,
218,I have periods of such great restlessness that I cannot sit long in a chair.,,,,,
219,I have been disappointed in love.,,,,,
220,I never worry about my looks.,,,,,
221,I dream frequently about things that are best kept to myself.,,,,,
222,Children should be taught all the main facts of sex.,,,,,
223,I believe I am no more nervous that most others.,,,,,
224,I have few or no pains.,,,,,
225,My way of doing things is apt to be misunderstood by others.,,,,,
226,Sometimes without any reason or even when things are going wrong, I feel excitedly happy or “on top of the world”.,,,,
227,I don’t blame people for trying to grab everything they can get in this world.,,,,,
228,There are persons who are trying to steal my thoughts and ideas.,,,,,
229,I have had blank spells in which my activities were interrupted and I did not know what was going on around me.,,,,,
230,I can be friendly with people who do things that I consider wrong.,,,,,
231,I like to be with a crowd who play jokes on one another.,,,,,
232,Sometimes in elections, I vote for people about whom I know very little.,,,,
233,I have difficulty in starting to do things.,,,,,
234,I believe I am a condemned person.,,,,,
235,I was a slow learner in school.,,,,,
236,If I were an artist, I would like to draw flowers.,,,,
237,It does not bother me that I am not better looking.,,,,,
238,I sweat very easily, even on cool days.,,,,
239,I’m entirely self-confident.,,,,,
240,At times it has been impossible for me to stop from stealing or shoplifting something.,,,,,
241,It is safer to trust nobody.,,,,,
242,Once a week or more, I become very excited.,,,,
243,When in a group of people, I have trouble thinking of the right thing to say.,,,,
244,Something exciting will almost always pull me out of it when I am feeling low.,,,,,
245,When I leave home, I do not worry about whether the door is locked and the windows are closed.,,,,
246,I believe my sins are unpardonable.,,,,,
247,I have numbness in one or more places on my skin.,,,,,
248,I do not blame a person for taking advantage of people who leave themselves open to it.,,,,,
249,My eyesight is as good as it has been for years.,,,,,
250,At times I have been so entertained by the cleverness of some criminals that I have hopes they would get away with it.,,,,,
251,I have often felt that strangers were looking at me critically.,,,,,
252,Everything tastes the same.,,,,,
253,I drink an unusually large amount of water every day.,,,,,
254,Most people make friends because friends are likely to be useful to them.,,,,,
255,I do not often notice my ears ringing or buzzing.,,,,,
256,Once in a while I feel hate toward members of my family whom I usually love.,,,,,
257,If I were a reporter I would very much like to report sporting news.,,,,,
258,I can sleep during the day, but not at night.,,,,
259,I am sure I am being talked about.,,,,,
260,Once in a while, I laugh at a dirty joke.,,,,
261,I have very few fears compared to my friends.,,,,,
262,In a group of people, I would not be embarrassed to be called upon to start a discussion or give an opinion about something I know well.,,,,
263,I am always disgusted with the law when a criminal is freed through the arguments of a smart lawyer.,,,,,
264,I have used alcohol excessively.,,,,,
265,I am likely not to speak to people until they speak to me.,,,,,
266,I have never been in trouble with the law.,,,,,
267,I have periods in which I feel unusually cheerful without any special reason.,,,,,
268,I wish I were not bothered by thoughts about sex.,,,,,
269,If several people find themselves in trouble, the best thing for them to do is agree upon a story and stick to it.,,,,
270,It does not bother me particularly to see animals suffer.,,,,,
271,I think that I feel more intensely than most people do.,,,,,
272,There was never a time in my life when I liked to play with dolls.,,,,,
273,Life is a strain for me much of the time.,,,,,
274,I am so touchy on some subjects that I can’t talk about them.,,,,,
275,In school I found it very hard to talk in front of the class.,,,,,
276,I love my mother, or (if your mother is dead) I loved my mother.,,,,
277,Even when I am with people I feel lonely much of the time.,,,,,
278,I get all the sympathy I should.,,,,,
279,I refuse to play some games because I am not good at them.,,,,,
280,I seem to make friends about as quickly as others do.,,,,,
81,I dislike having people around me.,,,,,
282,I have been told that I walk during sleep.,,,,,
283,The person who provides temptation by leaving valuable property unprotected is about as much to blame for its theft as the one who steals it.,,,,,
284,I think nearly anyone would tell a lie to keep out of trouble.,,,,,
285,I am more sensitive than most people.,,,,,
286,Most people inwardly dislike putting themselves out to help other people.,,,,,
